PMID	DOI	Title	Year	PublicationTypes
25076226	10.1097/MAO.0000000000000517	Evaluation of apoptotic markers in HEI-OC1 cells treated with gentamicin with and without the mitochondria-targeted antioxidant mitoquinone.	2014	Journal Article
24798086	10.1007/s00204-014-1259-x	Ceramide/sphingomyelin cycle involvement in gentamicin-induced cochlear hair cell death.	2014	Journal Article
25697147	10.1038/emm.2014.112	Bucillamine prevents cisplatin-induced ototoxicity through induction of glutathione and antioxidant genes.	2014	Journal Article
25556684	10.1016/j.neulet.2014.12.060	17-DMAG induces Hsp70 and protects the auditory hair cells from kanamycin ototoxicity in vitro.	2014	Journal Article
25640330	10.1038/srep08181	Adjudin protects rodent cochlear hair cells against gentamicin ototoxicity via the SIRT3-ROS pathway.	2014	Journal Article
25555219	10.1172/JCI77424	Designer aminoglycosides prevent cochlear hair cell loss and hearing loss.	2014	Journal Article
25411097	10.1007/s11060-014-1657-1	N-acetylcysteine chemoprotection without decreased cisplatin antitumor efficacy in pediatric tumor models.	2014	Journal Article
25296102	10.3109/0886022X.2014.967645	The impact of alpha-lipoic acid on amikacin-induced nephrotoxicity.	2014	Journal Article
25267530	10.1002/lary.24948	A low-dose regimen of cisplatin before high-dose cisplatin potentiates ototoxicity.	2014	Journal Article
25243609	10.1517/13543784.2015.960076	Early investigational drugs for hearing loss.	2014	Journal Article
24786541	10.1097/MAO.0000000000000402	Jellyfish model for ototoxicity.	2014	Journal Article
24781382	10.1007/s12035-014-8712-y	Inhibition of the activation and recruitment of microglia-like cells protects against neomycin-induced ototoxicity.	2014	Journal Article
25674052	10.3389/fncel.2015.00003	Hepatocyte growth factor mimetic protects lateral line hair cells from aminoglycoside exposure.	2014	Journal Article
25611380	10.1038/cddis.2014.549	Bmi1 regulates auditory hair cell survival by maintaining redox balance.	2014	Journal Article
26439753	10.1159/000381288	Quantifying the Ototoxicity of Mitomycin: Before versus after Myringotomy.	2014	Journal Article
25950003	10.1155/2015/934158	Minocycline protection of neomycin induced hearing loss in gerbils.	2014	Journal Article
25924602	10.1159/000381461	Dose-Dense Neoadjuvant Chemotherapy plus Radical Surgery in Locally Advanced Cervical Cancer: A Phase II Study.	2014	Clinical Trial, Phase II
25577212	10.1007/s10856-014-5330-1	Green synthesis of platinum nanoparticles that induce cell death and G2/M-phase cell cycle arrest in human cervical cancer cells.	2014	Journal Article
25434479	10.1016/j.ijporl.2014.11.008	Protective effect of resveratrol against cisplatin-induced ototoxicity in HEI-OC1 auditory cells.	2014	Journal Article
25052549	10.1002/cbin.10347	Growth factors have a protective effect on neomycin-induced hair cell loss.	2014	Journal Article
24972491	10.1179/1754762814Y.0000000089	Cochlear implantation and alcohol misuse.	2014	Journal Article
24782551	10.4187/respcare.02977	A case of drug-induced interstitial pneumonia potentially related to quetiapine (seroquel) therapy for behavioral and psychological symptoms.	2014	Case Reports
26372952	10.1159/000438918	Metformin Protects Auditory Hair Cells from Gentamicin-Induced Toxicity in vitro.	2014	Journal Article
24941134	10.1517/14656566.2014.929665	Sodium channel antagonists for the treatment of migraine.	2014	Journal Article
25673204	10.1007/s11596-015-1399-0	Excitotoxic effects of glutamate on cochlear organotypic cultures.	2014	Journal Article
24806220	10.1111/jcpt.12167	Efficacy and safety of gabapentin 1800 mg treatment for post-herpetic neuralgia: a meta-analysis of randomized controlled trials.	2014	Journal Article
25576788	10.1016/j.heares.2014.12.011	Morphological and morphometric characterization of direct transdifferentiation of support cells into hair cells in ototoxin-exposed neonatal utricular explants.	2014	Journal Article
25414733	NA	Gentamicin Reduces Calcific Nodule Formation by Aortic Valve Interstitial Cells <i>In Vitro</i>.	2014	Journal Article
25197110	10.4103/0019-5049.138977	Efficacy of orally disintegrating film of ondansetron versus intravenous ondansetron in prophylaxis of postoperative nausea and vomiting in patients undergoing elective gynaecological laparoscopic procedures: A prospective randomised, double-blind placebo-controlled study.	2014	Journal Article
24798891	10.1007/s00228-014-1685-y	Adverse drug reactions in an emergency medical dispatching centre.	2014	Journal Article
24556352	10.1681/ASN.2013090921	Patient-reported and actionable safety events in CKD.	2014	Journal Article
25245458	10.1007/s10695-014-9988-6	Sublethal effects of cadmium on auditory structure and function in fathead minnows (Pimephales promelas).	2014	Journal Article
25356760	10.1097/MAO.0000000000000634	Local delivery of brain-derived neurotrophic factor on the perforated round window membrane in Guinea pigs: a possible clinical application.	2014	Journal Article
25727640	10.1016/j.neuroscience.2015.02.038	Time-dependent bidirectional effects of chronic caffeine on functional recovery of the dorsal light reflex after hemilabyrinthectomy in the goldfish Carassius auratus.	2014	Journal Article
25028535	10.2147/DDDT.S63779	Quetiapine for acute bipolar depression: a systematic review and meta-analysis.	2014	Journal Article
25408936	10.14791/btrt.2014.2.2.114	Isolated central nervous system relapse of acute lymphoblastic leukemia.	2014	Journal Article
25100553	10.1097/WNR.0000000000000241	pRb phosphorylation regulates the proliferation of supporting cells in gentamicin-damaged neonatal avian utricle.	2014	Journal Article
25064538	10.1016/j.eplepsyres.2014.06.018	Adjunctive lacosamide--5 years' clinical experience.	2014	Journal Article
24924314	10.1089/end.2014.0342	Phase 1 clinical trial of Vesicare™ (solifenacin) in the treatment of urinary incontinence after radical prostatectomy.	2014	Clinical Trial, Phase I
25020213	10.1016/j.resp.2014.07.006	Hyperventilation with and without maintenance of isocapnia: a comparison of selected gasometric and respiratory parameters.	2014	Comparative Study
25119376	10.1038/gt.2014.73	Adeno-associated virus-mediated gene transfer targeting normal and traumatized mouse utricle.	2014	Journal Article
25214761	10.2147/OPTH.S67366	The efficacy and safety of add-on 0.1% brimonidine tartrate preserved with sodium chlorite in on-treatment Japanese normal-tension glaucoma patients.	2014	Journal Article
25425300	10.1167/iovs.14-15732	ATP-induced photoreceptor death in a feline model of retinal degeneration.	2014	Journal Article
25166425	10.1017/S0022215114001807	Progressive, reversible sensorineural hearing loss caused by azathioprine.	2014	Journal Article
25032123	10.1007/s12070-014-0721-7	Distortion Product Otoacoustic Emission (DPOAE) as an Appropriate Tool in Assessment of Otoprotective Effects of Antioxidants in Noise-Induced Hearing Loss (NIHL).	2014	Journal Article
24908564	10.1016/j.eplepsyres.2014.04.014	Long-term safety and efficacy of eslicarbazepine acetate in patients with focal seizures: results of the 1-year ESLIBASE retrospective study.	2014	Journal Article
24882611	10.1016/j.bbr.2014.05.045	Loudness perception affected by high doses of salicylate--a behavioral model of hyperacusis.	2014	Journal Article
25556122	10.1016/j.neuro.2014.12.010	The effect of the aquatic contaminants bisphenol-A and PCB-95 on the zebrafish lateral line.	2014	Journal Article
24576720	10.1093/bja/aeu001	Transcutaneous electric acupoint stimulation reduces intra-operative remifentanil consumption and alleviates postoperative side-effects in patients undergoing sinusotomy: a prospective, randomized, placebo-controlled trial.	2014	Journal Article
25891494	10.3892/mmr.2015.3626	Apoptosis-inducing factor and calpain upregulation in glutamate-induced injury of rat spiral ganglion neurons.	2014	Journal Article
26219586	10.1016/j.ntt.2015.07.004	Assessment of D-methionine protecting cisplatin-induced otolith toxicity by vestibular-evoked myogenic potential tests, ATPase activities and oxidative state in guinea pigs.	2014	Journal Article
25087165	10.1002/14651858.CD009230.pub2	Fluphenazine versus low-potency first-generation antipsychotic drugs for schizophrenia.	2014	Journal Article
25177834	10.1002/14651858.CD009227.pub2	Flupenthixol versus low-potency first-generation antipsychotic drugs for schizophrenia.	2014	Journal Article
25648509	10.5455/medarh.2014.68.372-375	The Incidence of Antihypertensive Drug-induced Side Effects in Patients with Diabetes Mellitus Type 2 and Hypertension.	2014	Journal Article
25695496	10.1371/journal.pone.0117228	Alterations in peripheral and central components of the auditory brainstem response: a neural assay of tinnitus.	2014	Journal Article
25889048	10.1186/s13104-015-1072-5	Kounis syndrome secondary to amoxicillin/clavulanic acid administration: a case report and review of literature.	2014	Case Reports
25650051	10.1002/mds.26159	Amantadine extended release for levodopa-induced dyskinesia in Parkinson's disease (EASED Study).	2014	Journal Article
24574626	10.4103/0971-4065.125051	Anesthetic management in parturients with chronic kidney disease undergoing elective Caesarean delivery: Our experience of nine cases.	2014	Journal Article
24505966	NA	Intracranial hematoma as the cause of headache after subarachnoid anesthesia for cesarean section--a case report.	2014	Case Reports
24929234	10.1016/j.ntt.2014.05.009	Neuropharmacological and cochleotoxic effects of styrene. Consequences on noise exposures.	2014	Journal Article
25689156	10.1016/j.ntt.2015.02.003	The tonotopicity of styrene-induced hearing loss depends on the associated noise spectrum.	2014	Journal Article
24961091	NA	Efficacy of combined administration of 0.2% brimonidine and 0.5% betaxolol in treatment of primary open angle glaucoma and ocular hypertension.	2014	Journal Article
24758923	10.3390/ijms15046757	Gentamicin blocks the ACh-induced BK current in guinea pig type II vestibular hair cells by competing with Ca²⁺ at the L-type calcium channel.	2014	Journal Article
25793391	10.1371/journal.pone.0120612	Uptake of fluorescent gentamicin by peripheral vestibular cells after systemic administration.	2014	Journal Article
25216807	10.1016/j.ijporl.2014.08.030	Middle and inner ear malformations in two siblings exposed to valproic acid during pregnancy: a case report.	2014	Case Reports
26033770	10.1002/bdra.23363	Multicenter investigation of lifestyle-related diseases and visceral disorders in thalidomide embryopathy at around 50 years of age.	2014	Journal Article
24677122	10.5603/MH.2014.0004	Long-lasting adverse effects after short-term low-dose treatment with metoclopramide for vomiting.	2014	Case Reports
25419212	NA	Ototoxic Model of Oxaliplatin and Protection from Nicotinamide Adenine Dinucleotide.	2014	Journal Article
24477826	10.1177/0194599813520398	Intratympanic gentamicin for Meniere's disease: short- and long-term follow-up of two regimens of treatment.	2014	Journal Article
24587826	10.1177/1756285613512712	4-Aminopyridine for symptomatic treatment of multiple sclerosis: a systematic review.	2014	Journal Article
26688175	10.1016/j.heares.2015.12.001	Hair cell regeneration or the expression of related factors that regulate the fate specification of supporting cells in the cochlear ducts of embryonic and posthatch chickens.	2014	Comparative Study
26718602	10.1016/j.neuroscience.2015.12.031	Prevention of trauma-induced cochlear fibrosis using intracochlear application of anti-inflammatory and antiproliferative drugs.	2014	Journal Article
24522673	NA	Pharmacologic treatment of depression in the elderly.	2014	Journal Article
24410646	10.1586/17512433.2.2.155	Oxcarbazepine extended-release formulation in epilepsy.	2014	Journal Article
24410702	10.1586/ecp.09.7	Neramexane: a moderate-affinity NMDA receptor channel blocker: new prospects and indications.	2014	Journal Article
25027701	10.1186/1475-2875-13-275	Thiamin supplementation does not reduce the frequency of adverse events after anti-malarial therapy among patients with falciparum malaria in southern Laos.	2014	Journal Article
26019424	10.4103/0972-2327.150612	Mild serotonin syndrome: A report of 12 cases.	2014	Journal Article
25737670	10.1007/s11420-014-9414-8	Intra-articular Analgesia and Discharge to Home Enhance Recovery Following Total Knee Replacement.	2014	Journal Article
25233334	10.1097/MAO.0000000000000569	Pediatric cochlear implantation: associated with minimal postoperative pain and dizziness.	2014	Journal Article
25644477	10.1111/ane.12379	Retention rate of zonisamide in intractable epilepsy.	2014	Journal Article
25636495	10.1186/1471-2490-15-6	Tramadol for premature ejaculation: a systematic review and meta-analysis.	2014	Journal Article
25464072	10.1016/j.eatbeh.2014.10.008	Disulfiram for binge eating disorder: an open trail.	2014	Clinical Trial
28144450	10.5812/ircmj.23768	Comparing Zonisamide With Sodium Valproate in the Management of Migraine Headaches: Double-Blind Randomized Clinical Trial of Efficacy and Safety.	2014	Journal Article
25879416	10.1186/s12883-015-0267-7	Rotigotine transdermal system as add-on to oral dopamine agonist in advanced Parkinson's disease: an open-label study.	2014	Clinical Trial, Phase III
26614012	10.1016/j.psychres.2015.11.003	Prevalence and associated factors of hypnotics dependence among Japanese outpatients with psychiatric disorders.	2014	Journal Article
29911602	10.1016/j.sjpain.2015.01.001	Nitrous oxide analgesia for bone marrow aspiration and biopsy - A randomized, controlled and patient blinded study.	2014	Comparative Study
25619124	10.1016/j.ijsu.2014.12.033	Centchroman vs tamoxifen for regression of mastalgia: a randomized controlled trial.	2014	Comparative Study
25413777	NA	Medical and surgical treatments for tinnitus: the efficacy of combined treatment with sulodexide and melatonin.	2014	Journal Article
25300689	10.1007/s12013-014-0265-1	A meta-analysis of the protective effect of recombinant human erythropoietin (rhEPO) for neurodevelopment in preterm infants.	2014	Journal Article
25271185	10.1016/j.jemermed.2014.06.047	Comparison of the effects of ketamine and morphine on performance of representative military tasks.	2014	Comparative Study
25391139	10.1002/14651858.CD003458.pub5	Pharmacological and nutritional treatment for McArdle disease (Glycogen Storage Disease type V).	2014	Journal Article
25060406	10.1111/papr.12225	Patient Satisfaction with Fentanyl Sublingual Spray in Opioid-Tolerant Patients with Breakthrough Cancer Pain.	2014	Journal Article
24993301	10.1016/j.neulet.2014.06.042	The role of RIP3 mediated necroptosis in ouabain-induced spiral ganglion neurons injuries.	2014	Journal Article
25219354	10.1016/j.eplepsyres.2014.08.005	Medication side effects among people with epilepsy taking phenobarbital in Zambia.	2014	Journal Article
24848461	10.1152/jn.00738.2013	Contribution of auditory nerve fibers to compound action potential of the auditory nerve.	2014	Journal Article
25268135	10.1371/journal.pone.0108146	Role of somatostatin receptor-2 in gentamicin-induced auditory hair cell loss in the Mammalian inner ear.	2014	Journal Article
26119258	10.1016/j.ijoa.2015.05.002	A systematic review of the effects of adding neostigmine to local anesthetics for neuraxial administration in obstetric anesthesia and analgesia.	2014	Journal Article
26257852	10.4097/kjae.2015.68.4.386	Comparison of the antiemetic effect of ramosetron with ondansetron in patients undergoing microvascular decompression with retromastoid craniotomy: a preliminary report.	2014	Journal Article
26166378	10.1016/j.ajem.2015.05.021	Comparison of oral oxycodone and naproxen in soft tissue injury pain control: a double-blind randomized clinical trial.	2014	Comparative Study
25358850	10.1002/14651858.CD003748.pub4	Cilostazol for intermittent claudication.	2014	Journal Article
25342892	10.2147/CIA.S69420	Bradyarrhythmias secondary to topical levobunolol hydrochloride solution.	2014	Case Reports
25058905	10.1016/j.ejphar.2014.07.025	Cisplatin in cancer therapy: molecular mechanisms of action.	2014	Journal Article
25386749	10.1371/journal.pone.0112283	Intravenous remifentanil versus epidural ropivacaine with sufentanil for labour analgesia: a retrospective study.	2014	Comparative Study
26161317	10.5812/aapm.5(3)2015.22568	Intrarectal Lidocaine-Diltiazem-Meperidine Gel for Transrectal Ultrasound Guided Prostate Biopsy.	2014	Journal Article
24827869	10.3109/10826084.2014.912232	The diffusion of performance and image-enhancing drugs (PIEDs) on the internet: the abuse of the cognitive enhancer piracetam.	2014	Journal Article
25452744	10.3389/fneur.2014.00235	Local Application of Sodium Salicylate Enhances Auditory Responses in the Rat's Dorsal Cortex of the Inferior Colliculus.	2014	Journal Article
25606044	10.5049/EBP.2014.12.2.55	Cisplatin-induced Kidney Dysfunction and Perspectives on Improving Treatment Strategies.	2014	Journal Article
24223197	10.1371/journal.pone.0079817	Addition of exogenous NAD+ prevents mefloquine-induced neuroaxonal and hair cell degeneration through reduction of caspase-3-mediated apoptosis in cochlear organotypic cultures.	2013	Journal Article
24259978	10.3748/wjg.v19.i42.7455	Effect of low-dose amitriptyline on globus pharyngeus and its side effects.	2013	Comparative Study
23712613	10.1007/s00540-013-1641-5	Intravenous lidocaine and magnesium for management of intractable trigeminal neuralgia: a case series of nine patients.	2013	Case Reports
24286711	10.1016/j.jamda.2013.09.014	Signs and symptoms indicative of potential adverse drug reactions in homecare patients.	2013	Journal Article
24268111	10.1016/j.jpain.2013.08.011	Determination of the effective dose of pregabalin on human experimental pain using the sequential up-down method.	2013	Journal Article
24276103	NA	Comparison of the effectiveness of intravenous piracetam and intravenous dimenhydrinate in the treatment of acute peripheral vertigo in the emergency department.	2013	Journal Article
24381620	NA	Comparing the analgesic effect of intravenous acetaminophen and morphine on patients with renal colic pain referring to the emergency department: A randomized controlled trial.	2013	Journal Article
23942352	10.1097/MAO.0b013e31829b5786	A new possible mechanism of hearing loss after microvascular decompression for hemifacial spasm.	2013	Case Reports
23788468	10.1002/lt.23691	Prospective, randomized study of ropivacaine wound infusion versus intrathecal morphine with intravenous fentanyl for analgesia in living donors for liver transplantation.	2013	Journal Article
23747192	10.1016/j.legalmed.2013.04.002	Accidental death of elderly persons under the influence of chlorpheniramine.	2013	Case Reports
23976844	10.2147/DDDT.S47718	Valproic acid-associated low fibrinogen and delayed intracranial hemorrhage: case report and mini literature review.	2013	Case Reports
23867841	10.1177/1358863X13497529	Effect of ramipril on walking times and quality of life among patients with peripheral artery disease and intermittent claudication: a randomized controlled trial. Journal of the American Medical Association 2013; 309: 453-460.	2013	Journal Article
23607817	10.1111/ene.12170	The adverse event profile of perampanel: meta-analysis of randomized controlled trials.	2013	Journal Article
23577697	10.1111/ene.12155	Steroids for preventing recurrence of acute severe migraine headaches: a meta-analysis.	2013	Journal Article
24141512	10.1590/0004-282X20130158	Steroids in neuroinfection.	2013	Journal Article
24043481	10.1007/s00402-013-1852-0	Celecoxib as a pre-emptive analgesia after arthroscopic knee surgery; a triple-blinded randomized controlled trial.	2013	Journal Article
23917883	10.1007/s40264-013-0091-1	Adverse events during treatment of drug-resistant tuberculosis: a comparison between patients with or without human immunodeficiency virus co-infection.	2013	Journal Article
29913919	10.1016/j.sjpain.2013.06.001	Intravenous acetaminophen vs. ketorolac for postoperative analgesia after ambulatory parathyroidectomy.	2013	Journal Article
26060625	NA	A Randomized, Controlled Trial of Levonorgestrel Vs. The Yuzpe Regimen as Emergency Contraception Method among Iranian Women.	2013	Journal Article
24363103	10.1007/s13311-013-0247-9	Treatment of restless legs syndrome.	2013	Journal Article
23828457	10.1007/s00240-013-0587-2	Morphine versus oxycodone analgesia after percutaneous kidney stone surgery: a randomised double blinded study.	2013	Journal Article
23720236	10.1002/lary.24087	Health care practice patterns for balance disorders in the elderly.	2013	Journal Article
23509019	10.1002/j.1532-2149.2013.00303.x	Pre-medication with sublingual fentanyl did not relieve pain associated with bone marrow aspiration and biopsy: a randomized feasibility trial.	2013	Journal Article
23975871	10.1212/WNL.0b013e3182a55f6d	Effect of chlorzoxazone in patients with downbeat nystagmus: a pilot trial.	2013	Journal Article
24356165	10.1213/ANE.0b013e3182a7f73c	Nitrous oxide for the management of labor pain: a systematic review.	2013	Journal Article
24525810	10.1007/s00213-014-3467-8	Adverse effects from antidepressant treatment: randomised controlled trial of 601 depressed individuals.	2013	Journal Article
24292215	10.1007/s00405-013-2836-y	Head tilt is pronounced after an ipsilateral head roll in patients with vestibular schwannoma.	2013	Journal Article
24431194	10.1002/lary.24537	Cost-utility analysis of bilateral cochlear implantation in adults: a health economic assessment from the perspective of a publicly funded program.	2013	Comparative Study
25135386	10.1007/s40122-014-0023-5	A Model-Based Meta-analysis to Compare Efficacy and Tolerability of Tramadol and Tapentadol for the Treatment of Chronic Non-Malignant Pain.	2013	Journal Article
24346808	10.1177/0269881113516201	Evaluation of the effects of anti-motion sickness drugs on subjective sleepiness and cognitive performance of healthy males.	2013	Comparative Study
24931747	10.1016/j.homp.2014.03.002	China rubra for side-effects of quinine: a prospective, randomised study in pregnant women with malaria in Cotonou, Benin.	2013	Journal Article
26589545	10.1016/j.bjorl.2015.10.001	Morphological analysis of the vestibular system of guinea pigs poisoned by organophosphate.	2013	Journal Article
25067982	10.1016/j.curtheres.2013.11.004	Effect of probenecid on pharmacokinetics and tolerability of olmesartan in healthy chinese volunteers.	2013	Journal Article
25458048	10.1016/j.kjms.2014.08.005	Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: a randomized double-blind control study.	2013	Journal Article
24992021	10.1016/j.apmr.2014.06.010	Gabapentinoids are effective in decreasing neuropathic pain and other secondary outcomes after spinal cord injury: a meta-analysis.	2013	Journal Article
24166742	10.1007/s00405-013-2786-4	Flunarizine in the prophylaxis of migrainous vertigo: a randomized controlled trial.	2013	Journal Article
23896816	10.1007/s12028-013-9882-6	Intravenous lacosamide in refractory seizure clusters and status epilepticus: comparison of 200 and 400 mg loading doses.	2013	Comparative Study
24400693	10.1111/epi.12492	First clinical experiences with perampanel--the Kork experience in 74 patients.	2013	Journal Article
24386894	10.1186/1865-1380-7-1	Sublingual buprenorphine for acute renal colic pain management: a double-blind, randomized controlled trial.	2013	Journal Article
24386899	10.1186/1865-1380-7-2	Intravenous parecoxib sodium as an analgesic alternative to morphine in acute trauma pain in the emergency department.	2013	Journal Article
24477090	10.1038/psp.2013.75	Identifying tinnitus-related genes based on a side-effect network analysis.	2013	Journal Article
24220287	10.1097/QAI.0000000000000058	Cotrimoxazole prophylaxis versus mefloquine intermittent preventive treatment to prevent malaria in HIV-infected pregnant women: two randomized controlled trials.	2013	Comparative Study
24363302	10.1177/1358863X13515043	Sodium nitrite in patients with peripheral artery disease and diabetes mellitus: safety, walking distance and endothelial function.	2013	Journal Article
25373120	10.4088/JCP.13r08800	Prophylactic antidepressant treatment of interferon-induced depression in chronic hepatitis C: a systematic review and meta-analysis.	2013	Journal Article
24581338	10.1186/1475-2875-13-75	Mefloquine safety and tolerability in pregnancy: a systematic literature review.	2013	Journal Article
25783988	10.1016/j.heares.2015.03.002	Aminoglycoside ototoxicity and hair cell ablation in the adult gerbil: A simple model to study hair cell loss and regeneration.	2013	Journal Article
24741198	10.4103/0253-7613.129325	Variation of adverse drug reaction profile of platinum-based chemotherapy with body mass index in patients with solid tumors: an observational study.	2013	Journal Article
24500245	10.4088/JCP.13m08591	A double-blind, randomized, placebo-controlled clinical trial of S-adenosyl-L-methionine (SAMe) versus escitalopram in major depressive disorder.	2013	Comparative Study
24122716	10.1002/lary.24455	Codeine-related adverse drug reactions in children following tonsillectomy: a prospective study.	2013	Journal Article
24737682	10.1002/hed.23714	Hearing evaluation of patients with head and neck cancer: Comparison of Common Terminology Criteria for Adverse Events, Brock and Chang adverse event criteria in patients receiving cisplatin.	2013	Comparative Study
23818046	10.1002/14651858.CD008800.pub2	Acetaminophen (paracetamol) for the common cold in adults.	2013	Journal Article
23482479	10.1177/0194599813481565	Effects of topical oxiconazole and boric acid in alcohol solutions to rat inner ears.	2013	Comparative Study
24525357	10.1159/000357587	Does vestibular end-organ function recover after gentamicin-induced trauma in Guinea pigs?	2013	Journal Article
23651576	10.1017/S0022215113000947	Mechanisms of cisplatin ototoxicity: theoretical review.	2013	Journal Article
24805896	10.1682/JRRD.2013.04.0092	Proposed comprehensive ototoxicity monitoring program for VA healthcare (COMP-VA).	2013	Case Reports
24806969	NA	Cisplatin Properties in a Nanobiotechnological Approach to Cancer: A Mini-Review.	2013	Journal Article
24401329	10.1186/2008-2231-22-15	Sudden hearing loss subsequent to diarrhea: what is the missing link?	2013	Journal Article
24122981	NA	Saving ears and kidneys from cisplatin.	2013	Journal Article
24286922	10.1016/j.ijpharm.2013.11.038	Intranasal delivery of streptomycin sulfate (STRS) loaded solid lipid nanoparticles to brain and blood.	2013	Journal Article
24030356	10.1007/s00204-013-1124-3	Protective role of NecroX-5 against neomycin-induced hair cell damage in zebrafish.	2013	Journal Article
24270164	10.1177/0194599813513007	Ototoxicity of polymyxin B, neomycin, and hydrocortisone suspension in tympanoplasty surgery.	2013	Journal Article
24272769	10.1055/s-0033-1360482	Low-dose cisplatin-etoposide regimen for patients with optic pathway glioma: a report of four cases and literature review.	2013	Case Reports
24286513	10.1111/cpr.12080	Protective effect of acetyl-l-carnitine against cisplatin ototoxicity: role of apoptosis-related genes and pro-inflammatory cytokines.	2013	Journal Article
23755301	10.1371/journal.pone.0066220	Identification of cisplatin-binding proteins using agarose conjugates of platinum compounds.	2013	Journal Article
23328923	10.1038/jp.2012.169	Results of a two-center, before and after study of piperacillin-tazobactam versus ampicillin and gentamicin as empiric therapy for suspected sepsis at birth in neonates ≤ 1500 g.	2013	Journal Article
24374476	10.1016/j.neuro.2013.12.006	Inhibition of p38 mitogen-activated protein kinase ameliorates radiation-induced ototoxicity in zebrafish and cochlea-derived cell lines.	2013	Journal Article
24308914	10.1016/j.neuro.2013.11.007	Nicotinamide adenine dinucleotide prevents neuroaxonal degeneration induced by manganese in cochlear organotypic cultures.	2013	Journal Article
24308912	10.1016/j.neuro.2013.11.002	Topographic and quantitative evaluation of gentamicin-induced damage to peripheral innervation of mouse cochleae.	2013	Journal Article
24233060	10.1177/0194599813511948	Dexamethasone otoprotection in a multidose cisplatin ototoxicity mouse model.	2013	Journal Article
24155155	10.1007/s12640-013-9428-x	Examination of calcium-binding protein expression in the inner ear of wild-type, heterozygous and homozygous pituitary adenylate cyclase-activating polypeptide (PACAP)-knockout mice in kanamycin-induced ototoxicity.	2013	Journal Article
23956184	10.1002/pbc.24670	Cumulative cisplatin dose is not associated with event-free or overall survival in children with newly diagnosed average-risk medulloblastoma treated with cisplatin based adjuvant chemotherapy: report from the Children's Oncology Group.	2013	Clinical Trial, Phase III
23548607	10.1177/0192623313483213	Comparison of cochlear cell death caused by cisplatin, alone and in combination with furosemide.	2013	Comparative Study
24367505	10.1371/journal.pone.0082220	EPS8 inhibition increases cisplatin sensitivity in lung cancer cells.	2013	Journal Article
24105630	10.1002/cncr.28322	Cost effectiveness of proton therapy compared with photon therapy in the management of pediatric medulloblastoma.	2013	Comparative Study
24316211	10.1016/j.fct.2013.11.039	Derivation of safe health-based exposure limits for potential consumer exposure to styrene migrating into food from food containers.	2013	Journal Article
23770688	10.1097/MAO.0b013e31828dafee	Magnetic resonance imaging in the evaluation of patients with sensorineural hearing loss caused by meningitis: implications for cochlear implantation.	2013	Journal Article
24843217	NA	Review of salicylate-induced hearing loss, neurotoxicity, tinnitus and neuropathophysiology.	2013	Journal Article
23413197	10.1007/s10495-013-0816-8	Profiling drug-induced cell death pathways in the zebrafish lateral line.	2013	Journal Article
24582075	10.1016/j.ijporl.2014.01.031	Protective effect of trimetazidine on amikacin-induced ototoxicity in rats.	2013	Comparative Study
23599074	10.1001/jamaoto.2013.214	Efficacy and toxicity of peritumoral delivery of nanoconjugated cisplatin in an in vivo murine model of head and neck squamous cell carcinoma.	2013	Comparative Study
24504791	10.1002/pbc.24830	Concordance between the chang and the International Society of Pediatric Oncology (SIOP) ototoxicity grading scales in patients treated with cisplatin for medulloblastoma.	2013	Comparative Study
24487230	10.1016/j.heares.2014.01.005	In vitro assessment of antiretroviral drugs demonstrates potential for ototoxicity.	2013	Journal Article
23818356	NA	Adjuvant chemotherapy after reduced craniospinal irradiation dose in children with average-risk medulloblastoma: a 5-year follow-up study.	2013	Journal Article
24417187	10.1111/bph.12574	Azithromycin analogue CSY0073 attenuates lung inflammation induced by LPS challenge.	2013	Comparative Study
23494753	10.1007/s12640-013-9384-5	Salicylate selectively kills cochlear spiral ganglion neurons by paradoxically up-regulating superoxide.	2013	Journal Article
24251786	10.1165/rcmb.2013-0282OC	Synthetic aminoglycosides efficiently suppress cystic fibrosis transmembrane conductance regulator nonsense mutations and are enhanced by ivacaftor.	2013	Comparative Study
24647586	10.1371/journal.pone.0092109	Strong static magnetic fields elicit swimming behaviors consistent with direct vestibular stimulation in adult zebrafish.	2013	Journal Article
24625583	10.1371/journal.pntd.0002739	Long term streptomycin toxicity in the treatment of Buruli Ulcer: follow-up of participants in the BURULICO drug trial.	2013	Journal Article
23557866	10.5414/CP201833	Lack of a relationship between the serum concentration of aminoglycosides and ototoxicity in neonates.	2013	Clinical Trial
25403399	10.1007/s10517-014-2692-9	Effect of gentamicin on the auditory analyzer in sexually immature animals.	2013	Journal Article
23274376	10.1097/MPH.0b013e3182707fc5	Cisplatin-induced ototoxicity in pediatric solid tumors: the role of glutathione S-transferases and megalin genetic polymorphisms.	2013	Journal Article
24434130	10.1016/j.ijporl.2013.12.024	Protective effect of silymarin against cisplatin-induced ototoxicity.	2013	Journal Article
24337005	10.1039/c3mt00238a	Chemoprotection by D-methionine against cisplatin-induced side-effects: insight from in vitro studies using human plasma.	2013	Journal Article
24119490	10.1016/j.amjoto.2013.08.022	The protective effect of Salvia miltiorrhiza on gentamicin-induced ototoxicity.	2013	Journal Article
